ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,phenotype
HALLMARK_MITOTIC_SPINDLE,HALLMARK MITOTIC SPINDLE,190,-0.2767151598913827,-1.0064933388377437,0.40816326530612246,0.5102040816326531,0.27926960257787325,458,"tags=24%, list=3%, signal=24%",FBXO5/TUBA4A/KIF5B/NCK1/KIF2C/DLG1/TUBD1/CDC42EP4/MYH9/KIF4A/CENPE/ABI1/CDK1/PKD2/PDLIM5/RALBP1/MAPRE1/EZR/ROCK1/BIRC5/KIF20B/SORBS2/GSN/PALLD/MYO1E/YWHAE/PLK1/OPHN1/CDC42EP2/KIF23/CCNB2/TLK1/BUB1/DLGAP5/KATNA1/SHROOM2/VCL/TPX2/STAU1/RAPGEF5/UXT/CDC42/ARF6/CD2AP/AURKA/ANLN,none
HALLMARK_COAGULATION,HALLMARK COAGULATION,86,-0.30709451072474325,-1.0052391550517548,0.4306569343065693,0.5251913833006943,0.2874731782277485,2107,"tags=29%, list=15%, signal=25%",PREP/GSN/TFPI2/CRIP2/CTSB/TIMP1/PRSS23/WDR1/ADAM9/RABIF/ACOX2/ITGA2/GNG12/HTRA1/PEF1/ANXA1/DPP4/ANG/PECAM1/CSRP1/S100A13/CAPN2/CD9/PLAU/LAMP2,none
HALLMARK_APICAL_JUNCTION,HALLMARK APICAL JUNCTION,158,0.391321659597746,0.9991375013116308,0.4941921858500528,0.5883240307738724,0.3220299957920144,2542,"tags=27%, list=18%, signal=22%",NFASC/NRXN2/CADM3/CADM2/COL16A1/AMH/COL9A1/ACTN2/SRC/ATP1A3/NLGN2/ACTC1/ADAM23/TRAF1/CLDN9/TMEM8B/NLGN3/SLC30A3/MPZL2/GAMT/MAPK11/CNTN1/KCNH2/MYH10/TAOK2/DHX16/ICAM5/CLDN15/TRO/WNK4/SYMPK/VCAM1/ITGA9/CDH8/EVL/PKD1/LIMA1/ACTA1/PPP2R2C/SDC3/NECTIN1/VWF,none
HALLMARK_HEME_METABOLISM,HALLMARK HEME METABOLISM,166,0.3716729439370347,0.951935879497355,0.5792811839323467,0.6735827720143567,0.36869793836575315,1645,"tags=13%, list=12%, signal=11%",TNS1/ADD2/SPTB/ACKR1/ALDH1L1/PIGQ/ACSL6/TAL1/RAP1GAP/BCAM/SLC30A10/AQP3/ATP6V0A1/DMTN/SLC6A9/SIDT2/KEL/RNF123/PPOX/EPB41/RHCE,none
HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK ESTROGEN RESPONSE EARLY,163,0.3175159933704208,0.8129509437492476,0.8063157894736842,0.9067721252398557,0.49633842644707904,1774,"tags=15%, list=13%, signal=14%",GFRA1/RET/RAPGEFL1/CBFA2T3/ADCY1/EGR3/INHBB/SYNGR1/OLFM1/REEP1/SLC7A2/SYT12/AQP3/MED24/RARA/ABAT/SLC37A1/SLC24A3/GAB2/TBC1D30/MED13L/IGFBP4/KCNK5/SLC7A5/HR,none
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,165,0.31523246136672184,0.8072483651322007,0.8185654008438819,0.9067721252398557,0.49633842644707904,1595,"tags=13%, list=12%, signal=11%",MXRA5/LAMA1/COL16A1/APLP1/SERPINE2/SFRP1/SGCD/COL5A3/TIMP3/MEST/FBN2/MATN2/TPM2/PCOLCE/FBLN1/NID2/COL7A1/COL11A1/GPC1/SLIT3/IGFBP4,none
HALLMARK_UV_RESPONSE_UP,HALLMARK UV RESPONSE UP,141,0.3156570620338361,0.7964100059730961,0.8342303552206674,0.9067721252398557,0.49633842644707904,2226,"tags=18%, list=16%, signal=15%",MAPK8IP2/RET/STARD3/DLG4/OLFM1/NPTXR/COL2A1/MAOA/PLCL1/ONECUT1/AQP3/GPX3/KCNH2/CREG1/FOSB/TYRO3/CDKN1C/CNP/LHX2/NR4A1/NTRK3/ARRB2/NKX2-5/CDO1/ENO2,none
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK XENOBIOTIC METABOLISM,141,0.27632750386394983,0.6971806288282223,0.9451022604951561,1,0.5473684210526316,1617,"tags=13%, list=12%, signal=11%",MPP2/DDAH2/CYFIP2/APOE/RAP1GAP/MAOA/HGFAC/ALDH2/PYCR1/ITIH4/FBLN1/TKFC/SPINT2/GAD1/ATOH8/BCAR1/IGFBP4/VTN,none
HALLMARK_BILE_ACID_METABOLISM,HALLMARK BILE ACID METABOLISM,81,0.25844088010858135,0.6304754317489418,0.9746543778801844,1,0.5473684210526316,1530,"tags=9%, list=11%, signal=8%",RXRG/LIPE/ABCA2/DIO2/EPHX2/PEX6/HSD17B6,none
HALLMARK_UV_RESPONSE_DN,HALLMARK UV RESPONSE DN,130,0.2350058048575281,0.5906932811510484,0.9989094874591058,1,0.5473684210526316,1408,"tags=6%, list=10%, signal=6%",SCN8A/PLCB4/MGMT/PTPRM/ERBB2/KALRN/ARHGEF9/COL11A1,none
HALLMARK_TGF_BETA_SIGNALING,HALLMARK TGF BETA SIGNALING,50,-0.19888278274480736,-0.5922686183661597,1,1,0.5473684210526316,3608,"tags=24%, list=26%, signal=18%",SMAD1/SLC20A1/BMPR2/WWTR1/BMPR1A/RHOA/LTBP2/MAP3K7/PPP1CA/FKBP1A/UBE2D3/HDAC1,none
