ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,phenotype
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,KEGG GLYCINE SERINE AND THREONINE METABOLISM,23,0.6706132221693906,1.4006718464267645,0.08620689655172414,0.26315789473684215,0.19740822109720768,1242,"tags=22%, list=9%, signal=20%",SARDH/MAOB/MAOA/DMGDH/GAMT,none
KEGG_RNA_POLYMERASE,KEGG RNA POLYMERASE,29,-0.5053605070086507,-1.354976276062275,0.1015625,0.3046875,0.22856170598911074,2782,"tags=45%, list=20%, signal=36%",POLR2H/POLR2J/POLR2C/POLR3C/POLR1D/POLR1E/POLR1C/POLR2D/POLR3F/POLR3K/POLR3G/POLR2L/POLR2I,none
KEGG_FATTY_ACID_METABOLISM,KEGG FATTY ACID METABOLISM,33,-0.482254745731145,-1.3377899851075934,0.11023622047244094,0.32024134790528236,0.2402294442846643,1360,"tags=30%, list=10%, signal=27%",ECHS1/ACSL1/HADH/ACAT2/HADHA/CPT1A/ADH5/ACAA2/ACSL4/ECI2,none
KEGG_DILATED_CARDIOMYOPATHY,KEGG DILATED CARDIOMYOPATHY,67,0.5434442818134265,1.2949172073626916,0.11097852028639618,0.32024134790528236,0.2402294442846643,962,"tags=21%, list=7%, signal=20%",SGCA/CACNA1D/ADCY6/MYH7/CACNB4/ADCY1/ADRB1/CACNA2D2/SGCD/CACNA1C/ACTC1/CACNB3/ADCY5/TPM2,none
KEGG_GNRH_SIGNALING_PATHWAY,KEGG GNRH SIGNALING PATHWAY,78,0.5291758061347208,1.278907508337748,0.11226851851851852,0.32024134790528236,0.2402294442846643,1554,"tags=18%, list=11%, signal=16%",CACNA1D/ADCY6/PTK2B/ADCY1/SRC/PLCB4/CACNA1C/GNAQ/JMJD7-PLA2G4B/CALML6/ADCY5/MAPK11/ADCY8/CAMK2B,none
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION,103,-0.33550059699983675,-1.1582355292789672,0.11744185960038947,0.32959489629786726,0.2472460202113463,761,"tags=10%, list=6%, signal=9%",TNFRSF10A/TGFBR2/TNFSF4/TNFRSF1B/IL15/IL1R1/CLCF1/FAS/KITLG/KDR,none
KEGG_NOTCH_SIGNALING_PATHWAY,KEGG NOTCH SIGNALING PATHWAY,43,0.5731296272401613,1.3253186862478696,0.1229404309252218,0.3342442965779468,0.2507337735974919,2688,"tags=35%, list=19%, signal=28%",DTX1/MFNG/KAT2A/JAG2/DTX3/DVL2/DLL1/RFNG/NUMBL/DVL1/HES5/DLL3/KAT2B/MAML2/DVL3,none
KEGG_GAP_JUNCTION,KEGG GAP JUNCTION,70,0.532996182173544,1.2761849530201266,0.12160566706021252,0.3342442965779468,0.2507337735974919,1362,"tags=16%, list=10%, signal=14%",TUBB4A/ADCY6/ADCY1/ADRB1/SRC/PLCB4/GNAQ/ADCY5/GUCY1A2/ADCY8/GRM5,none
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,KEGG DRUG METABOLISM OTHER ENZYMES,18,-0.5652310097286943,-1.3736986925262091,0.12813370473537605,0.33780703975690046,0.25340636981158904,2182,"tags=44%, list=16%, signal=37%","NAT1/UCKL1/GUSB/TPMT/ITPA/GMPS/UPP1/HPRT1",none
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,KEGG FRUCTOSE AND MANNOSE METABOLISM,30,-0.46801597183365534,-1.2645295039015756,0.12698412698412698,0.33780703975690046,0.25340636981158904,1609,"tags=23%, list=12%, signal=21%",PHPT1/PMM1/PMM2/GMPPA/HK1/TPI1/ALDOA,none
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,KEGG AMINOACYL TRNA BIOSYNTHESIS,41,-0.4588768912409932,-1.321969256375441,0.14020065864934497,0.35354948702878297,0.26521558615589286,1929,"tags=32%, list=14%, signal=27%",WARS1/GARS1/WARS2/KARS1/DARS1/RARS2/HARS1/IARS2/SEPSECS/YARS2/FARS2/FARSB/RARS1,none
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,KEGG METABOLISM OF XENOBIOTICS BY CYTOCHROME P450,25,-0.4956091920984675,-1.2980361128799056,0.1384083044982699,0.35354948702878297,0.26521558615589286,1890,"tags=36%, list=14%, signal=31%",GSTK1/MGST2/GSTP1/GSTM4/MGST3/EPHX1/ADH5/GSTO1/MGST1,none
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,KEGG LEUKOCYTE TRANSENDOTHELIAL MIGRATION,78,-0.3699313355285065,-1.1939509008130562,0.13618372677104418,0.35354948702878297,0.26521558615589286,1246,"tags=22%, list=9%, signal=20%",CLDN2/RAP1A/CD99/CTNNA1/ICAM1/MSN/MAPK14/ITGB1/PECAM1/ACTN1/MYL12B/VCL/RAP1B/VASP/CDC42/GNAI3/ACTB,none
KEGG_NON_HOMOLOGOUS_END_JOINING,KEGG NON HOMOLOGOUS END JOINING,12,-0.6085130889404633,-1.3137331181356802,0.1424731182795699,0.3541474654377881,0.26566416040100255,1535,"tags=42%, list=11%, signal=37%",DCLRE1C/XRCC5/FEN1/NHEJ1/XRCC6,none
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,KEGG ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY ARVC,59,0.5394631314962005,1.268193699860004,0.14527845036319612,0.3560345121576919,0.26707973083819597,843,"tags=17%, list=6%, signal=16%",SGCA/CACNA1D/CTNNA2/CACNB4/ACTN2/CACNA2D2/SGCD/CACNA1C/CTNNA3/CACNB3,none
KEGG_GALACTOSE_METABOLISM,KEGG GALACTOSE METABOLISM,21,-0.5173387495541883,-1.3124154555908978,0.1540785498489426,0.3656227998192305,0.27427239671860004,263,"tags=24%, list=2%, signal=23%",PGM2/GLB1/HK1/GLA/B4GALT1,none
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,KEGG PATHOGENIC ESCHERICHIA COLI INFECTION,46,-0.44041950325849627,-1.2962399945172403,0.15759603440484074,0.3656227998192305,0.27427239671860004,1456,"tags=30%, list=11%, signal=27%",YWHAQ/ARPC1A/ARPC5L/YWHAZ/ARPC3/ITGB1/ARPC2/TUBA1C/ARPC1B/ARPC5/CDC42/LY96/KRT18/ACTB,none
KEGG_PRION_DISEASES,KEGG PRION DISEASES,20,0.6353788011884534,1.2846282821223753,0.15512048192771086,0.3656227998192305,0.27427239671860004,1298,"tags=20%, list=9%, signal=18%",NCAM2/NCAM1/EGR1/C5,none
KEGG_CHEMOKINE_SIGNALING_PATHWAY,KEGG CHEMOKINE SIGNALING PATHWAY,115,0.48326231518604557,1.2109480986935992,0.15570175438596492,0.3656227998192305,0.27427239671860004,1569,"tags=17%, list=11%, signal=16%",RASGRP2/PRKCZ/SHC2/ADCY6/PTK2B/ADCY1/ELMO1/PLCB4/GNB3/CCR1/ADCY5/ARRB1/CCR10/STAT5B/WAS/GNG2/ADCY8/CCL27/GNG13/BCAR1,none
KEGG_HEDGEHOG_SIGNALING_PATHWAY,KEGG HEDGEHOG SIGNALING PATHWAY,45,0.5364086159110459,1.2499302157560592,0.17,0.38921052631578945,0.29196675900277014,4568,"tags=64%, list=33%, signal=43%",BMP8B/WNT10B/WNT6/WNT3/WNT7A/WNT16/WNT4/BMP6/PTCH1/FBXW11/WNT1/SMO/WNT5A/SHH/BMP8A/DHH/BMP7/WNT10A/CSNK1G3/SUFU/GSK3B/BTRC/CSNK1E/BMP4/CSNK1D/CSNK1G2/PRKX/PTCH2/WNT2B,none
KEGG_WNT_SIGNALING_PATHWAY,KEGG WNT SIGNALING PATHWAY,128,0.4714992118802721,1.1886153159354034,0.1837837837837838,0.41530361530361537,0.3115405220668379,2425,"tags=19%, list=18%, signal=16%",APC2/DAAM2/SFRP1/PLCB4/NKD1/WNT10B/WNT6/FRAT1/LRP5/WNT3/DVL2/FZD9/CAMK2B/AXIN2/WNT7A/APC/CXXC4/WNT16/WNT4/VANGL2/DVL1/LEF1/FBXW11/WNT1,none
KEGG_STARCH_AND_SUCROSE_METABOLISM,KEGG STARCH AND SUCROSE METABOLISM,23,-0.47752124428867937,-1.2414410354830019,0.1895424836601307,0.4228255404725993,0.31718310356081253,2262,"tags=43%, list=16%, signal=36%",UXS1/GUSB/GYS1/PYGB/PGM2/GPI/PYGL/GBE1/HK1/PGM2L1,none
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,KEGG VASCULAR SMOOTH MUSCLE CONTRACTION,81,0.4964926799468604,1.2062300529334846,0.19402985074626866,0.427356886453807,0.32058229836825203,1041,"tags=17%, list=8%, signal=16%",CACNA1D/ADCY6/ADCY1/RAMP2/PLCB4/RAMP3/CACNA1C/GNAQ/JMJD7-PLA2G4B/NPR1/CALML6/ADCY5/GUCY1A2/ADRA1D,none
KEGG_MAPK_SIGNALING_PATHWAY,KEGG MAPK SIGNALING PATHWAY,211,0.442360962214282,1.1453948119243837,0.20416666666666666,0.44406249999999997,0.3331140350877193,1686,"tags=17%, list=12%, signal=15%",MAPK8IP2/RASGRP2/CACNA1D/CACNB4/CACNA1H/PTPN5/GADD45G/CACNA2D2/CACNA1E/FGFR4/CACNA1G/RPS6KA6/CACNA1C/JMJD7-PLA2G4B/FGF14/MAP3K12/PTPN7/CACNB3/MAP4K1/CACNA1I/ARRB1/FGF11/FGF9/FGFR3/DUSP2/MAPK11/DUSP7/MRAS/JUND/FGF17/RPS6KA5/TAOK2/FGF7/MAPK8IP3/HSPA6,none
KEGG_O_GLYCAN_BIOSYNTHESIS,KEGG O GLYCAN BIOSYNTHESIS,22,-0.47423342098360655,-1.2192834987372836,0.2204968944099379,0.4692776735459662,0.3520292287943122,510,"tags=27%, list=4%, signal=26%",B4GALT5/C1GALT1C1/GALNT5/GALNT7/GALNT4/GALNT6,none
KEGG_ECM_RECEPTOR_INTERACTION,KEGG ECM RECEPTOR INTERACTION,63,0.4999602077652979,1.1819831469061346,0.22115384615384615,0.4692776735459662,0.3520292287943122,2561,"tags=32%, list=19%, signal=26%",LAMA1/TNR/THBS4/COL11A2/TNN/COL2A1/COL5A3/CHAD/ITGB7/COL11A1/VTN/ITGA7/HSPG2/ITGA9/AGRN/SV2C/LAMA4/SDC3/VWF/COL5A1,none
KEGG_PROSTATE_CANCER,KEGG PROSTATE CANCER,79,-0.3499896881854831,-1.133088356198826,0.22857142857142856,0.4791738382099827,0.3594528489899448,1783,"tags=11%, list=13%, signal=10%",HSP90B1/GSTP1/PDGFC/NRAS/HSP90AB1/ARAF/CREB3/NFKB1/NFKBIA,none
KEGG_VIRAL_MYOCARDITIS,KEGG VIRAL MYOCARDITIS,37,0.5302434691189911,1.2070895492467997,0.23704663212435234,0.48428126442085834,0.3632841910961067,1025,"tags=14%, list=7%, signal=13%",SGCA/MYH14/MYH7/SGCD/MYH3,none
KEGG_GLYCEROLIPID_METABOLISM,KEGG GLYCEROLIPID METABOLISM,42,0.517293524731476,1.1943839086286345,0.24492385786802032,0.48428126442085834,0.3632841910961067,1251,"tags=19%, list=9%, signal=17%",DGKI/LPL/DGKB/ALDH2/DGKQ/CEL/DGAT2/TKFC,none
KEGG_TGF_BETA_SIGNALING_PATHWAY,KEGG TGF BETA SIGNALING PATHWAY,71,0.48296434945591493,1.1583493287311108,0.24349881796690306,0.48428126442085834,0.3632841910961067,440,"tags=8%, list=3%, signal=8%",ACVRL1/GDF6/AMH/BMP8B/INHBB/THBS4,none
KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG CARDIAC MUSCLE CONTRACTION,54,-0.3760296596792549,-1.126701662511405,0.24242424242424243,0.48428126442085834,0.3632841910961067,1206,"tags=30%, list=9%, signal=27%",UQCRC2/UQCR10/UQCRFS1/COX7A2/COX4I1/TPM4/UQCRQ/COX6C/ATP1B3/UQCRH/UQCR11/COX6B1/COX7B/COX7A2L/UQCRHL/TPM3,none
KEGG_SMALL_CELL_LUNG_CANCER,KEGG SMALL CELL LUNG CANCER,73,-0.3537803065284746,-1.1262490492436124,0.24183006535947713,0.48428126442085834,0.3632841910961067,1655,"tags=16%, list=12%, signal=15%",TRAF5/LAMB3/BIRC3/ITGA6/ITGA2/CYCS/ITGA3/ITGB1/CKS1B/NFKB1/BCL2L1/NFKBIA,none
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,KEGG HYPERTROPHIC CARDIOMYOPATHY HCM,61,0.4855115116145614,1.1440532917475021,0.2569360675512666,0.5023244466732627,0.37681930663935026,962,"tags=16%, list=7%, signal=15%",SGCA/CACNA1D/MYH7/CACNB4/CACNA2D2/SGCD/CACNA1C/ACTC1/CACNB3/TPM2,none
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,KEGG ADIPOCYTOKINE SIGNALING PATHWAY,49,-0.3780799265213308,-1.1194643395760178,0.2692307692307692,0.514792899408284,0.3861725319215198,1501,"tags=18%, list=11%, signal=16%",LEPR/ACSL1/CPT1A/ADIPOR1/TNFRSF1B/ACSL4/NFKB1/SLC2A1/NFKBIA,none
KEGG_CHRONIC_MYELOID_LEUKEMIA,KEGG CHRONIC MYELOID LEUKEMIA,67,-0.351453416058696,-1.09419219720475,0.2682926829268293,0.514792899408284,0.3861725319215198,696,"tags=9%, list=5%, signal=9%",TGFBR2/ARAF/HDAC1/NFKB1/BCL2L1/NFKBIA,none
KEGG_RIBOFLAVIN_METABOLISM,KEGG RIBOFLAVIN METABOLISM,11,-0.5415763894432137,-1.1593908909173296,0.28608923884514437,0.524709363770873,0.3936113799612114,1991,"tags=64%, list=14%, signal=55%",MTMR6/MTMR2/ACP2/ACP6/PHPT1/RFK/ACP1,none
KEGG_ABC_TRANSPORTERS,KEGG ABC TRANSPORTERS,32,0.5213824152490539,1.1579252239189735,0.28647925033467203,0.524709363770873,0.3936113799612114,1070,"tags=16%, list=8%, signal=14%",ABCC8/ABCG1/ABCA2/ABCB8/ABCC5,none
KEGG_PROPANOATE_METABOLISM,KEGG PROPANOATE METABOLISM,30,-0.41527382306297733,-1.1220258133578833,0.28174603174603174,0.524709363770873,0.3936113799612114,2486,"tags=27%, list=18%, signal=22%",ACAT1/SUCLG1/ALDH1B1/ECHS1/ACAT2/HADHA/ACSS2/LDHA,none
KEGG_PANCREATIC_CANCER,KEGG PANCREATIC CANCER,66,-0.3534521677306407,-1.0963193086395333,0.2787878787878788,0.524709363770873,0.3936113799612114,1417,"tags=21%, list=10%, signal=19%",AKT1/RAC1/MAP2K1/RALBP1/SMAD2/STAT1/JAK1/RALB/PLD1/TGFBR2/ARAF/CDC42/NFKB1/BCL2L1,none
KEGG_VEGF_SIGNALING_PATHWAY,KEGG VEGF SIGNALING PATHWAY,55,-0.3636366822518322,-1.094780249409979,0.29015544041450775,0.5259067357512953,0.3945095900372694,1957,"tags=18%, list=14%, signal=16%",PPP3R1/NFAT5/CHP1/HSPB1/PPP3CA/NRAS/MAPK14/PLA2G3/CDC42/KDR,none
KEGG_HISTIDINE_METABOLISM,KEGG HISTIDINE METABOLISM,22,0.5585346174616996,1.1459585029958288,0.3,0.5381443298969072,0.4036896364622898,2807,"tags=27%, list=20%, signal=22%",MAOB/MAOA/ALDH2/LCMT2/HEMK1/AMDHD1,none
KEGG_ARACHIDONIC_ACID_METABOLISM,KEGG ARACHIDONIC ACID METABOLISM,28,0.5246260436095687,1.1473012392397155,0.30570652173913043,0.5427850488021295,0.4071708775043198,2927,"tags=43%, list=21%, signal=34%",JMJD7-PLA2G4B/ALOX12B/EPHX2/GPX3/CYP2C8/GGT1/PTGIS/PLA2G6/LTC4S/ALOX12/GGT7/TBXAS1,none
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,KEGG EPITHELIAL CELL SIGNALING IN HELICOBACTER PYLORI INFECTION,56,-0.353132844931439,-1.05652629137932,0.3191489361702128,0.5609284332688588,0.4207811598629068,2023,"tags=21%, list=15%, signal=18%",ATP6V1F/HBEGF/ATP6V1E1/NOD1/ATP6AP1/ATP6V1D/MAPK14/ADAM10/ATP6V0E1/CDC42/NFKB1/NFKBIA,none
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,KEGG GLYCOSAMINOGLYCAN BIOSYNTHESIS KERATAN SULFATE,14,-0.4921746479346461,-1.1206012438172075,0.34065934065934067,0.5927472527472528,0.44465008675535,1947,"tags=29%, list=14%, signal=25%",B4GALT4/ST3GAL1/B3GNT2/B4GALT1,none
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,KEGG ALANINE ASPARTATE AND GLUTAMATE METABOLISM,28,0.5032689416391096,1.1005955336123523,0.35190217391304346,0.6003037084398977,0.45031857136447256,1395,"tags=21%, list=10%, signal=19%",GPT/ALDH5A1/GPT2/GAD1/ABAT/CAD,none
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,KEGG VALINE LEUCINE AND ISOLEUCINE DEGRADATION,42,-0.36927592772599627,-1.0716982928583416,0.35046728971962615,0.6003037084398977,0.45031857136447256,2551,"tags=26%, list=18%, signal=21%",DLD/ACAT1/ALDH1B1/HMGCL/ECHS1/HADH/ACAT2/HADHA/HSD17B10/ACAA2/BCAT2,none
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,KEGG COMPLEMENT AND COAGULATION CASCADES,29,0.4964566329203476,1.0934938249164112,0.3699731903485255,0.62500325359848,0.4688469657968029,1298,"tags=14%, list=9%, signal=13%",MASP1/F7/C4A/C5,none
KEGG_MELANOGENESIS,KEGG MELANOGENESIS,81,0.44116036879167536,1.0718000818394606,0.3777267508610792,0.6319659100944979,0.4740700112021642,3167,"tags=40%, list=23%, signal=31%",ADCY6/ADCY1/PLCB4/GNAO1/GNAQ/WNT10B/DCT/CALML6/ADCY5/WNT6/MITF/WNT3/ADCY8/DVL2/FZD9/CAMK2B/WNT7A/WNT16/WNT4/ADCY7/DVL1/LEF1/WNT1/DVL3/ADCY3/CREB3L4/WNT5A/MC1R/PLCB3/EDNRB/GNAI1/CREBBP,none
KEGG_JAK_STAT_SIGNALING_PATHWAY,KEGG JAK STAT SIGNALING PATHWAY,75,-0.3233123152390902,-1.027269682996023,0.3918918918918919,0.6494208494208494,0.48716385558490827,3846,"tags=32%, list=28%, signal=23%",STAM2/IL15RA/IL10RB/SOS2/IL20RA/PIK3CA/TSLP/AKT1/IL13RA1/LIFR/IRF9/PIAS3/IFNGR1/JAK2/IL7/STAT1/JAK1/IL20RB/LEPR/OSMR/IL13RA2/IL15/CLCF1/BCL2L1,none
KEGG_FOCAL_ADHESION,KEGG FOCAL ADHESION,160,-0.2890369452327228,-1.0356164683294566,0.40330940096270596,0.6620361864859513,0.4966272663294493,1553,"tags=15%, list=11%, signal=13%",ILK/LAMB3/PDGFC/BIRC3/PPP1CA/PPP1R12A/SPP1/ITGA6/RAP1A/ITGA2/ITGA3/ITGB1/PPP1CB/ACTN1/MYL12B/CAPN2/VCL/RAP1B/MYLK/VASP/CDC42/CAV1/ACTB/KDR,none
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,KEGG SYSTEMIC LUPUS ERYTHEMATOSUS,54,-0.3347996583206578,-1.0031637716022064,0.4292929292929293,0.698102520532427,0.5236824715427765,1884,"tags=30%, list=14%, signal=26%",H2AC20/H3C10/H2BC4/H2BC6/H2AC13/H2BC17/SNRPD3/SSB/SNRPB/H2AC11/H2BC9/H4C9/SNRPD1/H2BC11/ACTN1/H2AZ1,none
KEGG_LYSOSOME,KEGG LYSOSOME,108,-0.2830329823360436,-0.9918979191734719,0.44,0.7088888888888889,0.5317738791423002,2495,"tags=29%, list=18%, signal=24%",GALC/AP3B1/LGMN/AP4S1/IGF2R/GUSB/AP1S2/PSAP/MANBA/CLTC/HEXA/M6PR/CTSB/GLB1/CTSL/LAPTM4A/AP1S3/ATP6AP1/HEXB/CD164/LIPA/CD63/CTSA/CLTA/AP3S1/CTSS/AGA/NPC2/GLA/ABCB9/LAMP2,none
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG T CELL RECEPTOR SIGNALING PATHWAY,75,-0.30783909692567185,-0.9781061735268617,0.4594594594594595,0.7334490453756509,0.550197710989599,1957,"tags=13%, list=14%, signal=12%",PPP3R1/NFAT5/CHP1/PPP3CA/NRAS/MAPK14/BCL10/CDC42/NFKB1/NFKBIA,none
KEGG_NITROGEN_METABOLISM,KEGG NITROGEN METABOLISM,18,-0.4086828755216991,-0.9932348404442278,0.46518105849582175,0.735831856166118,0.5519851794591569,480,"tags=17%, list=3%, signal=16%",GLS/CA12/CA9,none
KEGG_LONG_TERM_DEPRESSION,KEGG LONG TERM DEPRESSION,51,0.4285788532976302,0.9972906089593725,0.4800498753117207,0.7525106153535082,0.5644967713480642,1871,"tags=20%, list=14%, signal=17%",RYR1/PLCB4/PPP1R17/GNAO1/GNAQ/JMJD7-PLA2G4B/GUCY1A2/GRM5/GRIA2/BRAF,none
KEGG_SPHINGOLIPID_METABOLISM,KEGG SPHINGOLIPID METABOLISM,33,0.44482701583844114,0.9917701179215144,0.4946524064171123,0.768477845683728,0.5764746089823489,985,"tags=12%, list=7%, signal=11%",GAL3ST1/SMPD3/NEU4/NEU3,none
KEGG_LINOLEIC_ACID_METABOLISM,KEGG LINOLEIC ACID METABOLISM,10,0.5274535307279291,0.9822371405578715,0.5155482815057283,0.769415016121603,0.5771776285485709,2785,"tags=40%, list=20%, signal=32%",JMJD7-PLA2G4B/CYP2C8/PLA2G6/CYP3A5,none
KEGG_DORSO_VENTRAL_AXIS_FORMATION,KEGG DORSO VENTRAL AXIS FORMATION,21,0.4806172502772732,0.9768376445399563,0.5171385991058122,0.769415016121603,0.5771776285485709,3653,"tags=29%, list=26%, signal=21%",SPIRE2/FMN2/PIWIL2/NOTCH1/CPEB1/NOTCH3,none
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,KEGG PHOSPHATIDYLINOSITOL SIGNALING SYSTEM,64,0.411114651233938,0.9752646559728242,0.5173652694610779,0.769415016121603,0.5771776285485709,3126,"tags=28%, list=23%, signal=22%",DGKI/PLCB4/DGKB/CALML6/DGKQ/PIP5K1B/PIK3C2B/PIP4K2B/SYNJ1/INPP4A/ITPK1/ITPKA/PLCD3/INPP5E/DGKE/INPPL1/PLCB3/DGKD,none
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG NEUROTROPHIN SIGNALING PATHWAY,109,-0.2764973344533673,-0.9703584653598647,0.5102040816326531,0.769415016121603,0.5771776285485709,1456,"tags=16%, list=11%, signal=14%",YWHAQ/SH2B3/NRAS/RPS6KA2/IRAK2/RAP1A/CALM1/YWHAZ/YWHAH/CALM2/MAPK14/ARHGDIB/RAP1B/YWHAB/CDC42/NFKB1/NFKBIA,none
KEGG_REGULATION_OF_AUTOPHAGY,KEGG REGULATION OF AUTOPHAGY,19,-0.38611616441034563,-0.9452504617924765,0.5058823529411764,0.769415016121603,0.5771776285485709,1204,"tags=21%, list=9%, signal=19%",PIK3C3/ATG4A/ATG5/ATG7,none
KEGG_TIGHT_JUNCTION,KEGG TIGHT JUNCTION,101,0.3927382781654731,0.9766079014511252,0.5347533632286996,0.770208714002625,0.5777730219983395,1566,"tags=16%, list=11%, signal=14%",MYH14/PRKCZ/IGSF5/CTNNA2/MYH7/ACTN2/SRC/CTNNA3/CLDN9/MYH3/EPB41L1/MRAS/MAGI1/PPP2R2B/MYH10/EPB41,none
KEGG_PPAR_SIGNALING_PATHWAY,KEGG PPAR SIGNALING PATHWAY,42,-0.3339773802238906,-0.9692562156524448,0.5233644859813084,0.770208714002625,0.5777730219983395,1553,"tags=21%, list=11%, signal=19%",ILK/ACSL1/ACOX2/CPT1A/DBI/ANGPTL4/UBC/FABP7/ACSL4,none
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,KEGG GLYCOSPHINGOLIPID BIOSYNTHESIS GLOBO SERIES,13,0.49709337565223155,0.9579158441146325,0.5400313971742543,0.770208714002625,0.5777730219983395,358,"tags=15%, list=3%, signal=15%",GBGT1/B3GALT5,none
KEGG_BUTANOATE_METABOLISM,KEGG BUTANOATE METABOLISM,26,0.4425429914174632,0.9456717339647245,0.5378151260504201,0.770208714002625,0.5777730219983395,1302,"tags=19%, list=9%, signal=17%",ALDH5A1/ALDH2/OXCT2/GAD1/ABAT,none
KEGG_DNA_REPLICATION,KEGG DNA REPLICATION,35,-0.34136608533471147,-0.9452185244632096,0.5387931034482759,0.770208714002625,0.5777730219983395,3477,"tags=31%, list=25%, signal=24%",POLD2/FEN1/RPA3/RNASEH2A/POLE4/POLE3/POLD4/SSBP1/POLE2/PCNA/RNASEH1,none
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG REGULATION OF ACTIN CYTOSKELETON,167,0.3807251242695083,0.9747874162680455,0.5617021276595745,0.7946030098598859,0.5960724332887227,1642,"tags=16%, list=12%, signal=14%",APC2/MYH14/ACTN2/CHRM1/FGD3/CYFIP2/FGFR4/CHRM3/FGF14/ARHGEF4/PAK5/FGF11/WAS/FGF9/FGFR3/PAK6/INSRR/PIP5K1B/ITGB7/MRAS/CHRM4/FGF17/MYH10/FGF7/BCAR1/PIP4K2B,none
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,KEGG SNARE INTERACTIONS IN VESICULAR TRANSPORT,36,-0.336876918461899,-0.9321233855719306,0.5702127659574469,0.8001372683596432,0.6002239641657335,1174,"tags=17%, list=8%, signal=15%",STX3/SEC22B/STX18/VTI1B/VAMP5/STX1A,none
KEGG_LONG_TERM_POTENTIATION,KEGG LONG TERM POTENTIATION,62,0.3946365552928293,0.9315714950933228,0.5843373493975904,0.8044104377062756,0.6034294874505638,1871,"tags=21%, list=14%, signal=18%",ADCY1/PLCB4/RPS6KA6/CACNA1C/GNAQ/GRIN2D/CALML6/ADCY8/GRM5/CAMK2B/GRIA2/GRIN2A/BRAF,none
KEGG_ETHER_LIPID_METABOLISM,KEGG ETHER LIPID METABOLISM,22,0.4522315820074823,0.9278540855352926,0.5808823529411765,0.8044104377062756,0.6034294874505638,740,"tags=9%, list=5%, signal=9%",ENPP6/JMJD7-PLA2G4B,none
KEGG_PHENYLALANINE_METABOLISM,KEGG PHENYLALANINE METABOLISM,13,0.4776073467424541,0.9203656035646349,0.5871271585557299,0.8044104377062756,0.6034294874505638,760,"tags=15%, list=6%, signal=15%",MAOB/MAOA,none
KEGG_PURINE_METABOLISM,KEGG PURINE METABOLISM,134,0.3722824410719112,0.9455207896133091,0.6036324786324786,0.807938856015779,0.6060763348212741,1353,"tags=10%, list=10%, signal=10%",PDE9A/ADCY6/ADCY1/PDE10A/POLR2A/PFAS/NPR1/ADCY5/GUCY1A2/PDE1A/POLD1/PDE6B/ADCY8/PDE6A,none
KEGG_BLADDER_CANCER,KEGG BLADDER CANCER,37,0.3978767512254997,0.9057591394582405,0.5958549222797928,0.807938856015779,0.6060763348212741,3018,"tags=22%, list=22%, signal=17%",CDKN2A/ERBB2/FGFR3/RPS6KA5/BRAF/DAPK2/TP53/DAPK3,none
KEGG_STEROID_HORMONE_BIOSYNTHESIS,KEGG STEROID HORMONE BIOSYNTHESIS,12,0.4634082387147185,0.8876867188456308,0.6,0.807938856015779,0.6060763348212741,2785,"tags=42%, list=20%, signal=33%",HSD11B2/HSD17B1/HSD17B6/CYP1B1/CYP3A5,none
